Node,X,Y
J-3317,4391125.91,3836413.0
J-3318,4391447.69,3838040.0
J-3325,4386751.56,3830509.0
J-3326,4386760.77,3830559.0
J-3328,4388114.49,3832625.0
J-3329,4388989.69,3835066.0
J-3334,4390834.41,3835110.0
J-3335,4393267.85,3839116.0
J-3336,4393407.29,3839369.0
J-3337,4393097.43,3839199.0
J-3338,4393615.88,3839263.0
J-3346,4392159.88,3840606.0
J-3347,4392141.96,3840490.0
J-3348,4392151.26,3840559.0
J-3349,4392154.02,3840572.0
T-5,4392183.93,3840660.56
T-1,4389737.79,3830153.17
